,buy1,last,ma10min,ma5min,sell1
228,388.8,388.8,387.88499999999993,388.81,388.98
229,388.8,388.8,387.88499999999993,388.81,389
230,388.98,388.8,387.88499999999993,388.81,389
231,388.98,388.8,387.88499999999993,388.81,389
232,388.98,388.8,387.88499999999993,388.81,389
233,388.98,388.8,388.06500000000005,388.774,388.99
234,388.98,388.8,388.06500000000005,388.774,388.99
235,388.98,388.8,388.06500000000005,388.774,388.99
236,388.98,388.99,388.06500000000005,388.774,388.99
237,388.98,388.99,388.06500000000005,388.774,388.99
238,388.98,388.99,388.06500000000005,388.774,388.99
239,388.98,388.99,388.06500000000005,388.774,388.99
240,388.98,388.99,388.06500000000005,388.774,388.99
241,388.98,388.99,388.06500000000005,388.774,388.99
242,388.98,388.99,388.06500000000005,388.774,388.99
243,388.98,388.99,388.06500000000005,388.774,388.99
244,388.98,388.99,388.06500000000005,388.774,388.99
245,388.98,388.99,388.06500000000005,388.774,388.99
246,388.98,388.99,388.06500000000005,388.774,388.99
247,388.98,388.99,388.06500000000005,388.774,388.99
248,388.8,388.8,388.284,388.748,388.99
249,388.99,388.99,388.284,388.748,389
250,388.99,389.0,388.284,388.748,389
251,388.99,388.99,388.284,388.748,389
252,388.99,389.0,388.284,388.748,389
253,389.02,389.0,388.284,388.748,389.76
254,389.14,389.0,388.284,388.748,389.76
255,389.9,389.0,388.284,388.748,389.94
256,389.22,389.9,388.284,388.748,389.93
257,390.02,390.0,388.284,388.748,390.76
258,390.02,390.02,388.284,388.748,390.73
259,390.74,390.98,388.586,389.12,390.97
260,390.02,390.0,388.586,389.12,390.57
261,390.02,390.58,388.586,389.12,390.68
262,390.58,390.58,388.586,389.12,390.65
263,390.6,390.7,388.586,389.12,390.98
264,390.6,390.7,388.586,389.12,390.95
265,390.62,391.0,388.586,389.12,390.93
266,390.72,390.71,388.586,389.12,390.91
267,390.72,391.0,388.586,389.12,390.98
268,390.99,390.99,388.586,389.12,391
269,391,391.0,388.586,389.12,391.09
270,391,391.1,388.586,389.12,391.08
271,391.1,391.0,388.586,389.12,391.16
272,391.08,391.0,388.586,389.12,391.16
273,391,391.03,388.586,389.12,391.17
274,391.01,391.0,388.586,389.12,391.27
275,391.01,391.01,388.986,389.52200000000005,391.28
276,391,391.0,388.986,389.52200000000005,391.31
277,391,391.0,388.986,389.52200000000005,391.31
278,391.31,391.5,388.986,389.52200000000005,391.48
279,390.98,391.0,388.986,389.52200000000005,391
280,390.98,391.0,388.986,389.52200000000005,391
281,390.98,391.0,388.986,389.52200000000005,391
282,390.98,391.0,388.986,389.52200000000005,391
283,391.02,391.0,388.986,389.52200000000005,391.49
284,391,391.0,388.986,389.52200000000005,391.43
285,391,391.0,388.986,389.52200000000005,391.45
286,391,391.0,388.986,389.52200000000005,391.48
287,390.98,390.98,388.986,389.52200000000005,391.5
288,390.98,390.98,388.986,389.52200000000005,391.4
289,390.98,390.98,388.986,389.52200000000005,391.4
290,390.98,390.98,389.384,389.95799999999997,391.4
291,390.02,390.0,389.384,389.95799999999997,390.93
292,390,390.02,389.384,389.95799999999997,391
293,390.02,390.02,389.384,389.95799999999997,390.95
294,390.01,390.02,389.384,389.95799999999997,390.92
295,391,391.0,389.384,389.95799999999997,391.48
296,391,391.0,389.384,389.95799999999997,391.59
297,391,391.0,389.384,389.95799999999997,391.56
298,391,391.0,389.384,389.95799999999997,391.55
299,391,391.0,389.384,389.95799999999997,391.55
300,391,391.48,389.384,389.95799999999997,391.48
301,390.13,391.0,389.384,389.95799999999997,390.98
302,390.1,391.0,389.384,389.95799999999997,390.98
303,390.1,391.0,389.384,389.95799999999997,390.98
304,390.1,390.78,389.384,389.95799999999997,390.78
305,390.1,390.78,389.56399999999996,390.354,390.77
306,390.12,390.77,389.56399999999996,390.354,390.7
307,390.12,390.77,389.56399999999996,390.354,390.7
308,390.12,390.77,389.56399999999996,390.354,390.69
309,390.12,390.77,389.56399999999996,390.354,390.69
310,390.12,390.77,389.56399999999996,390.354,390.7
311,390.8,390.8,389.56399999999996,390.354,391
312,390.12,390.8,389.56399999999996,390.354,390.7
313,390.12,390.8,389.56399999999996,390.354,390.7
314,390,390.0,389.56399999999996,390.354,390.08
315,390,390.0,389.56399999999996,390.354,390.08
316,390,390.08,389.56399999999996,390.354,390.08
317,390,390.08,389.56399999999996,390.354,390.08
318,389,390.0,389.56399999999996,390.354,389.98
319,389,389.0,389.56399999999996,390.354,389.98
320,389.02,389.98,389.552,390.356,390
321,389.02,389.02,389.552,390.356,390
322,389.02,390.0,389.552,390.356,390
323,389.02,389.02,389.552,390.356,390
324,389.04,389.02,389.552,390.356,389.98
325,389.02,389.02,389.552,390.356,389.98
326,389.04,389.03,389.552,390.356,389.98
327,389.04,389.98,389.552,390.356,389.98
328,389.13,389.98,389.552,390.356,389.78
329,389.1,389.98,389.552,390.356,389.78
330,389,389.0,389.552,390.356,389.78
331,389.02,389.0,389.552,390.356,389.78
332,389.02,389.0,389.552,390.356,389.78
333,389.01,389.0,389.552,390.356,389.78
334,389.02,389.0,389.552,390.356,389.78
335,389.03,389.01,389.552,390.356,389.78
336,389.03,389.01,389.637,390.154,389.76
337,389.04,389.72,389.637,390.154,389.72
338,389.07,389.72,389.637,390.154,389.72
339,389.8,389.72,389.637,390.154,390
340,389.8,389.72,389.637,390.154,390
341,389.8,389.72,389.637,390.154,390
342,389.8,389.72,389.637,390.154,390
343,389.09,388.0,389.637,390.154,390
344,388.72,388.72,389.637,390.154,389.98
345,388.64,389.98,389.637,390.154,389.96
346,388.71,388.7,389.637,390.154,389.89
347,388.74,389.85,389.637,390.154,389.94
348,388.77,389.85,389.637,390.154,389.86
349,388.78,389.85,389.637,390.154,389.96
350,389,389.96,389.637,390.154,389.96
351,389,389.96,389.73400000000004,389.946,389.96
352,389,389.96,389.73400000000004,389.946,389.96
353,389.01,389.96,389.73400000000004,389.946,389.96
354,389,389.96,389.73400000000004,389.946,389.96
355,389,389.95,389.73400000000004,389.946,389.96
356,389,389.95,389.73400000000004,389.946,389.96
357,388.88,389.95,389.73400000000004,389.946,389.96
358,388.86,389.95,389.73400000000004,389.946,389.93
359,388.92,389.94,389.73400000000004,389.946,389.95
360,389.96,389.96,389.73400000000004,389.946,390
361,389.96,389.96,389.73400000000004,389.946,390
362,389.96,389.96,389.73400000000004,389.946,390
363,389.39,389.96,389.73400000000004,389.946,389.95
364,389.28,389.96,389.73400000000004,389.946,389.95
365,389.32,390.0,389.73400000000004,389.946,390
366,389.95,390.0,389.854,389.75,390
367,389.95,390.0,389.854,389.75,390
368,389.95,390.0,389.854,389.75,390
369,389.95,390.0,389.854,389.75,390
370,389.25,390.0,389.854,389.75,390
371,389.27,389.25,389.854,389.75,390
372,389.27,389.25,389.854,389.75,390
373,389.27,389.25,389.854,389.75,390
374,389.27,389.25,389.854,389.75,390
375,389.27,389.25,389.854,389.75,390
376,389.27,390.0,389.854,389.75,390.97
377,389.21,390.0,389.854,389.75,390.97
378,389.37,389.35,389.854,389.75,390.97
379,389.37,389.35,389.854,389.75,390.97
380,389.44,389.35,389.854,389.75,390.97
381,389.42,389.35,389.854,389.75,390.5
382,389.66,389.35,389.909,389.46400000000006,390.5
383,389.66,389.35,389.909,389.46400000000006,390.49
384,389.66,389.35,389.909,389.46400000000006,390.4
385,389.66,389.35,389.909,389.46400000000006,390.4
386,389.02,389.0,389.909,389.46400000000006,390.4
387,389.1,389.0,389.909,389.46400000000006,390.35
388,389.1,390.27,389.909,389.46400000000006,390.4
389,389.1,390.27,389.909,389.46400000000006,389.98
390,389,390.27,389.909,389.46400000000006,389.98
391,389,390.27,389.909,389.46400000000006,389.98
392,389.02,390.0,389.909,389.46400000000006,390
393,389.02,390.0,389.909,389.46400000000006,390
394,389.2,389.02,389.909,389.46400000000006,389.98
395,389.22,389.02,389.909,389.46400000000006,390
396,389.22,389.98,389.909,389.46400000000006,390
397,389.32,389.98,390.008,389.66,390
398,389.42,389.98,390.008,389.66,389.8
399,389.42,389.8,390.008,389.66,389.98
400,389.5,389.96,390.008,389.66,389.96
401,389.5,389.99,390.008,389.66,389.99
402,389.99,389.99,390.008,389.66,390
403,389.99,389.99,390.008,389.66,390
404,390,390.0,390.008,389.66,390.4
405,390,390.0,390.008,389.66,390.4
406,390.02,390.0,390.008,389.66,390.4
407,390.02,390.02,390.008,389.66,390.4
408,390.12,390.1,390.008,389.66,390.4
409,390,390.12,390.008,389.66,390.4
410,390,390.4,390.008,389.66,390.38
411,390,390.4,390.008,389.66,390.38
412,390,390.39,390.046,389.938,390.4
413,390,390.39,390.046,389.938,390.4
414,390.01,390.39,390.046,389.938,390.4
415,390.1,390.1,390.046,389.938,390.4
416,390.01,390.01,390.046,389.938,390.4
417,390.01,390.01,390.046,389.938,390.4
418,390.01,390.01,390.046,389.938,390.4
419,390.01,390.01,390.046,389.938,390.1
420,390.4,390.4,390.046,389.938,390.45
421,390.4,390.45,390.046,389.938,390.45
422,390.4,390.45,390.046,389.938,390.45
423,390.4,390.42,390.046,389.938,390.45
424,390.52,390.45,390.046,389.938,391
425,390.54,390.54,390.046,389.938,390.98
426,390.6,390.54,390.046,389.938,390.97
427,390.6,390.54,390.0,390.054,390.95
428,390.5,390.6,390.0,390.054,390.98
429,390.62,391.5,390.0,390.054,391.48
430,390.98,390.98,390.0,390.054,391.46
431,390.98,390.98,390.0,390.054,391.43
432,391,390.98,390.0,390.054,391.41
433,391,391.0,390.0,390.054,391.46
434,391.02,391.5,390.0,390.054,391.5
435,391.5,391.5,390.0,390.054,391.9
436,391.5,391.5,390.0,390.054,391.87
437,391.45,391.9,390.0,390.054,391.5
438,391.45,391.5,390.0,390.054,391.48
439,391.45,391.5,390.0,390.054,391.49
440,391.45,391.5,390.0,390.054,391.47
441,391.45,391.5,390.0,390.054,391.46
442,390.62,391.5,390.052,390.354,391.3
443,390.62,391.3,390.052,390.354,391.3
444,390.63,391.3,390.052,390.354,391.21
445,390.5,391.3,390.052,390.354,391.07
446,390.5,391.3,390.052,390.354,391.13
447,390.5,390.5,390.052,390.354,390.98
448,390.5,390.5,390.052,390.354,390.98
449,390.5,390.5,390.052,390.354,390.98
450,390.45,390.45,390.052,390.354,390.98
451,391.5,390.45,390.052,390.354,391.52
452,391.5,391.5,390.052,390.354,391.9
453,391.5,391.5,390.052,390.354,391.78
454,391.77,391.5,390.052,390.354,391.79
455,390.47,390.52,390.052,390.354,391.76
456,390.47,390.52,390.026,390.588,391
457,390.5,390.52,390.026,390.588,391
458,390.47,390.52,390.026,390.588,391
459,390.47,390.52,390.026,390.588,391
460,390.48,390.52,390.026,390.588,391
461,390.52,390.52,390.026,390.588,391
462,390.47,390.52,390.026,390.588,391
463,390.47,390.52,390.026,390.588,391
464,390.45,390.52,390.026,390.588,390.66
465,390.45,390.47,390.026,390.588,390.64
466,390.45,390.47,390.026,390.588,390.5
467,390.46,390.45,390.026,390.588,390.47
468,390.48,390.48,390.026,390.588,391
469,390.48,390.48,390.026,390.588,391
470,390.48,390.48,390.026,390.588,391
471,390.5,390.98,390.17400000000004,390.688,390.98
472,391.02,391.0,390.17400000000004,390.688,391.9
473,391.02,391.0,390.17400000000004,390.688,391.9
474,391.07,391.0,390.17400000000004,390.688,391.9
475,391.02,391.0,390.17400000000004,390.688,391.9
476,391.02,391.9,390.17400000000004,390.688,391.9
477,391.02,391.9,390.17400000000004,390.688,391.9
478,391,391.03,390.17400000000004,390.688,391.8
479,391.02,391.8,390.17400000000004,390.688,391.8
480,391,391.8,390.17400000000004,390.688,391.02
481,391,391.02,390.17400000000004,390.688,391.02
482,391,391.02,390.17400000000004,390.688,391.02
483,391,391.02,390.17400000000004,390.688,391.02
484,391,391.02,390.17400000000004,390.688,391.02
485,391,391.02,390.17400000000004,390.688,391.02
486,391,391.02,390.375,390.812,391.02
487,391,391.02,390.375,390.812,391.02
488,391,391.02,390.375,390.812,391.02
489,391,391.02,390.375,390.812,391.02
490,391.04,391.02,390.375,390.812,391.99
491,391.02,391.04,390.375,390.812,391.97
492,391.02,391.04,390.375,390.812,391.97
493,391.02,391.04,390.375,390.812,391.97
494,391.02,391.04,390.375,390.812,391.98
495,391.02,391.04,390.375,390.812,391.68
496,391.02,391.04,390.375,390.812,391.68
497,391.04,391.04,390.375,390.812,391.98
498,391.04,391.04,390.375,390.812,391.88
499,391.04,391.04,390.375,390.812,391.88
500,391.04,391.04,390.483,390.912,391.68
501,391.04,391.68,390.483,390.912,391.68
502,391.04,391.68,390.483,390.912,391.68
503,391.04,391.68,390.483,390.912,391.68
504,391.04,391.04,390.483,390.912,391.58
505,391.04,391.04,390.483,390.912,391.68
506,391.02,391.04,390.483,390.912,391.68
507,391.02,391.04,390.483,390.912,391.58
508,391,391.04,390.483,390.912,391.02
509,391,391.0,390.483,390.912,391.02
510,391.02,391.96,390.483,390.912,391.57
511,391.02,391.96,390.483,390.912,391.57
512,390.45,391.96,390.483,390.912,390.98
513,390.45,391.0,390.483,390.912,390.98
514,390.51,391.0,390.483,390.912,391
515,390.47,391.0,390.483,390.912,391
516,390.47,391.0,390.58299999999997,390.812,391
517,390.47,391.0,390.58299999999997,390.812,391
518,390.45,391.0,390.58299999999997,390.812,391
519,390.48,391.0,390.58299999999997,390.812,391
520,390.5,391.0,390.58299999999997,390.812,391
521,390.5,391.0,390.58299999999997,390.812,391
522,390.51,391.0,390.58299999999997,390.812,391
523,390.5,391.0,390.58299999999997,390.812,391
524,390.49,391.0,390.58299999999997,390.812,391
525,390.51,391.0,390.58299999999997,390.812,391
526,390.47,391.0,390.58299999999997,390.812,391
527,390.5,391.0,390.58299999999997,390.812,391
528,390.47,390.5,390.58299999999997,390.812,391
529,390.47,390.5,390.58299999999997,390.812,391
530,390.47,390.5,390.698,390.808,391
531,390.5,390.5,390.698,390.808,391
532,390.45,390.5,390.698,390.808,390.98
533,390.45,390.5,390.698,390.808,390.98
534,390.45,390.5,390.698,390.808,390.98
535,390.45,390.5,390.698,390.808,390.98
536,390.45,390.5,390.698,390.808,390.98
537,390.5,390.5,390.698,390.808,390.98
538,390.04,390.45,390.698,390.808,390.43
539,390.07,390.43,390.698,390.808,390.98
540,390.09,390.43,390.698,390.808,390.48
541,390.1,390.48,390.698,390.808,390.48
542,390.12,390.48,390.698,390.808,390.48
543,390.15,390.48,390.698,390.808,390.48
544,390,390.17,390.698,390.808,390.08
545,390,390.05,390.70799999999997,390.72799999999995,390.03
546,390.02,390.08,390.70799999999997,390.72799999999995,390.07
547,389.7,390.0,390.70799999999997,390.72799999999995,389.97
548,389.7,390.0,390.70799999999997,390.72799999999995,389.89
549,389.71,390.0,390.70799999999997,390.72799999999995,390
550,389.7,389.7,390.70799999999997,390.72799999999995,390
551,389.73,389.7,390.70799999999997,390.72799999999995,389.98
552,389.74,389.7,390.70799999999997,390.72799999999995,389.98
553,389.77,389.7,390.70799999999997,390.72799999999995,389.9
554,389.78,389.7,390.70799999999997,390.72799999999995,389.94
555,389.78,389.95,390.70799999999997,390.72799999999995,389.95
556,389.78,389.78,390.70799999999997,390.72799999999995,389.98
557,389.98,390.0,390.70799999999997,390.72799999999995,390
558,390,390.1,390.70799999999997,390.72799999999995,390.1
559,389.98,390.1,390.70799999999997,390.72799999999995,390.1
560,389.98,390.1,390.678,390.544,390
561,389.98,390.1,390.678,390.544,390
562,389.98,390.0,390.678,390.544,390
563,389.98,390.0,390.678,390.544,390
564,389.98,390.0,390.678,390.544,390
565,389.98,390.0,390.678,390.544,390
566,389.83,390.0,390.678,390.544,389.9
567,389.79,390.0,390.678,390.544,390
568,390,390.0,390.678,390.544,390.1
569,390.96,390.1,390.678,390.544,391
570,389.73,390.0,390.678,390.544,390
571,389.78,390.98,390.678,390.544,390.98
572,389.69,391.0,390.678,390.544,391
573,389.93,391.0,390.678,390.544,391
574,389.98,391.0,390.678,390.544,391
575,390.07,391.0,390.724,390.53599999999994,391
576,390.12,391.0,390.724,390.53599999999994,391
577,390.18,391.0,390.724,390.53599999999994,391
578,390.3,391.0,390.724,390.53599999999994,391
579,390.3,391.0,390.724,390.53599999999994,391
580,390.36,391.0,390.724,390.53599999999994,391
581,390.41,391.0,390.724,390.53599999999994,391
582,390.52,391.0,390.724,390.53599999999994,391
583,390.52,391.0,390.724,390.53599999999994,391
584,390.52,391.0,390.724,390.53599999999994,391
585,390.52,391.0,390.724,390.53599999999994,391
586,390.52,391.0,390.724,390.53599999999994,391
587,390.52,391.0,390.724,390.53599999999994,391
588,390.53,391.0,390.724,390.53599999999994,391
589,390.52,391.0,390.724,390.53599999999994,391
590,390.52,391.0,390.674,390.53599999999994,391
